fid,lat,lon,Annual_WS,Annual_WD,ELEV
"58",37.508,126.826,3.58,293.76,"47"
"58",37.508,126.826,3.58,293.76,"68"
"515",37.508,126.838,3.53,291.91,"59"
"58",37.508,126.826,3.58,293.76,"59"
"515",37.508,126.838,3.53,291.91,"47"
"515",37.508,126.838,3.53,291.91,"37"
"515",37.508,126.838,3.53,291.91,"39"
"515",37.508,126.838,3.53,291.91,"43"
"515",37.508,126.838,3.53,291.91,"56"
"515",37.508,126.838,3.53,291.91,"72"
"515",37.508,126.838,3.53,291.91,"70"
"515",37.508,126.838,3.53,291.91,"59"
"515",37.508,126.838,3.53,291.91,"49"
"515",37.508,126.838,3.53,291.91,"41"
"515",37.508,126.838,3.53,291.91,"33"
"50",37.508,126.85,3.41,287.02,"19"
"515",37.508,126.838,3.53,291.91,"19"
"48",37.499,126.85,3.41,290.65,"16"
"50",37.508,126.85,3.41,287.02,"16"
"50",37.508,126.85,3.41,287.02,"34"
"50",37.508,126.85,3.41,287.02,"46"
"50",37.508,126.85,3.41,287.02,"37"
"50",37.508,126.85,3.41,287.02,"32"
"50",37.508,126.85,3.41,287.02,"33"
"50",37.508,126.85,3.41,287.02,"29"
"50",37.508,126.85,3.41,287.02,"27"
"50",37.508,126.85,3.41,287.02,"24"
"51",37.508,126.861,3.45,287.61,"14"
"51",37.508,126.861,3.45,287.61,"13"
"51",37.508,126.861,3.45,287.61,"14"
"51",37.508,126.861,3.45,287.61,"21"
"51",37.508,126.861,3.45,287.61,"23"
"51",37.508,126.861,3.45,287.61,"34"
"51",37.508,126.861,3.45,287.61,"38"
"51",37.508,126.861,3.45,287.61,"41"
"46",37.508,126.873,3.46,287.77,"41"
"46",37.508,126.873,3.46,287.77,"39"
"46",37.508,126.873,3.46,287.77,"22"
"46",37.508,126.873,3.46,287.77,"14"
"46",37.508,126.873,3.46,287.77,"6"
"46",37.508,126.873,3.46,287.77,"9"
"37",37.508,126.885,3.43,285.24,"10"
"37",37.508,126.885,3.43,285.24,"11"
"37",37.508,126.885,3.43,285.24,"13"
"37",37.508,126.885,3.43,285.24,"12"
"47",37.508,126.896,3.4,283.5,"12"
"47",37.508,126.896,3.4,283.5,"13"
"47",37.508,126.896,3.4,283.5,"12"
"113",37.508,126.908,3.36,282.85,"14"
"113",37.508,126.908,3.36,282.85,"16"
"113",37.508,126.908,3.36,282.85,"17"
"113",37.508,126.908,3.36,282.85,"18"
"113",37.508,126.908,3.36,282.85,"20"
"113",37.508,126.908,3.36,282.85,"22"
"113",37.508,126.908,3.36,282.85,"28"
"114",37.508,126.92,3.32,281.39,"28"
"114",37.508,126.92,3.32,281.39,"36"
"114",37.508,126.92,3.32,281.39,"41"
"114",37.508,126.92,3.32,281.39,"40"
"114",37.508,126.92,3.32,281.39,"37"
"114",37.508,126.92,3.32,281.39,"31"
"114",37.508,126.92,3.32,281.39,"32"
"114",37.508,126.92,3.32,281.39,"38"
"121",37.507,126.931,3.27,278.16,"38"
"121",37.507,126.931,3.27,278.16,"35"
"121",37.507,126.931,3.27,278.16,"37"
"121",37.507,126.931,3.27,278.16,"50"
"121",37.507,126.931,3.27,278.16,"57"
"121",37.507,126.931,3.27,278.16,"40"
"121",37.507,126.931,3.27,278.16,"34"
"121",37.507,126.931,3.27,278.16,"40"
"121",37.507,126.931,3.27,278.16,"41"
"121",37.507,126.931,3.27,278.16,"43"
"121",37.507,126.931,3.27,278.16,"37"
"121",37.507,126.931,3.27,278.16,"40"
"117",37.507,126.943,3.25,271.89,"40"
"117",37.507,126.943,3.25,271.89,"42"
"117",37.507,126.943,3.25,271.89,"33"
"117",37.507,126.943,3.25,271.89,"39"
"117",37.507,126.943,3.25,271.89,"35"
"117",37.507,126.943,3.25,271.89,"37"
"117",37.507,126.943,3.25,271.89,"40"
"117",37.507,126.943,3.25,271.89,"42"
"117",37.507,126.943,3.25,271.89,"44"
"117",37.507,126.943,3.25,271.89,"45"
"117",37.507,126.943,3.25,271.89,"53"
"117",37.507,126.943,3.25,271.89,"61"
"117",37.507,126.943,3.25,271.89,"58"
"122",37.507,126.954,3.38,272.53,"58"
"122",37.507,126.954,3.38,272.53,"49"
"122",37.507,126.954,3.38,272.53,"56"
"122",37.507,126.954,3.38,272.53,"57"
"122",37.507,126.954,3.38,272.53,"62"
"122",37.507,126.954,3.38,272.53,"43"
"122",37.507,126.954,3.38,272.53,"33"
"122",37.507,126.954,3.38,272.53,"29"
"122",37.507,126.954,3.38,272.53,"30"
"122",37.507,126.954,3.38,272.53,"29"
"122",37.507,126.954,3.38,272.53,"17"
"125",37.507,126.966,3.41,276.28,"16"
"125",37.507,126.966,3.41,276.28,"28"
"125",37.507,126.966,3.41,276.28,"30"
"125",37.507,126.966,3.41,276.28,"23"
"125",37.507,126.966,3.41,276.28,"33"
"125",37.507,126.966,3.41,276.28,"49"
"125",37.507,126.966,3.41,276.28,"36"
"125",37.507,126.966,3.41,276.28,"38"
"125",37.507,126.966,3.41,276.28,"39"
"125",37.507,126.966,3.41,276.28,"49"
"127",37.507,126.978,3.33,280.9,"37"
"125",37.507,126.966,3.41,276.28,"37"
"127",37.507,126.978,3.33,280.9,"22"
"127",37.507,126.978,3.33,280.9,"19"
"127",37.507,126.978,3.33,280.9,"15"
"127",37.507,126.978,3.33,280.9,"13"
"127",37.507,126.978,3.33,280.9,"5"
"127",37.507,126.978,3.33,280.9,"6"
"127",37.507,126.978,3.33,280.9,"7"
"186",37.507,126.989,3.36,284.35,"8"
"127",37.507,126.978,3.33,280.9,"8"
"186",37.507,126.989,3.36,284.35,"11"
"186",37.507,126.989,3.36,284.35,"16"
"186",37.507,126.989,3.36,284.35,"17"
"186",37.507,126.989,3.36,284.35,"16"
"186",37.507,126.989,3.36,284.35,"13"
"187",37.507,127.001,3.35,283.52,"13"
"187",37.507,127.001,3.35,283.52,"11"
"187",37.507,127.001,3.35,283.52,"12"
"187",37.507,127.001,3.35,283.52,"13"
"187",37.507,127.001,3.35,283.52,"14"
"188",37.507,127.012,3.3,281.22,"15"
"187",37.507,127.001,3.35,283.52,"15"
"188",37.507,127.012,3.3,281.22,"17"
"188",37.507,127.012,3.3,281.22,"16"
"188",37.507,127.012,3.3,281.22,"15"
"189",37.507,127.024,3.24,279.26,"17"
"188",37.507,127.012,3.3,281.22,"17"
"189",37.507,127.024,3.24,279.26,"14"
"189",37.507,127.024,3.24,279.26,"19"
"189",37.507,127.024,3.24,279.26,"20"
"189",37.507,127.024,3.24,279.26,"23"
"189",37.507,127.024,3.24,279.26,"36"
"189",37.507,127.024,3.24,279.26,"47"
"189",37.507,127.024,3.24,279.26,"50"
"189",37.507,127.024,3.24,279.26,"55"
"105",37.506,127.036,3.18,277.6,"62"
"189",37.507,127.024,3.24,279.26,"62"
"105",37.506,127.036,3.18,277.6,"63"
"105",37.506,127.036,3.18,277.6,"52"
"105",37.506,127.036,3.18,277.6,"49"
"105",37.506,127.036,3.18,277.6,"50"
"105",37.506,127.036,3.18,277.6,"54"
"105",37.506,127.036,3.18,277.6,"55"
"105",37.506,127.036,3.18,277.6,"50"
"105",37.506,127.036,3.18,277.6,"45"
"105",37.506,127.036,3.18,277.6,"38"
"105",37.506,127.036,3.18,277.6,"35"
"106",37.506,127.047,3.14,275.75,"35"
"106",37.506,127.047,3.14,275.75,"32"
"106",37.506,127.047,3.14,275.75,"31"
"106",37.506,127.047,3.14,275.75,"29"
"106",37.506,127.047,3.14,275.75,"23"
"106",37.506,127.047,3.14,275.75,"22"
"106",37.506,127.047,3.14,275.75,"24"
"106",37.506,127.047,3.14,275.75,"25"
"173",37.506,127.059,3.12,274.13,"27"
"106",37.506,127.047,3.14,275.75,"27"
"173",37.506,127.059,3.12,274.13,"26"
"173",37.506,127.059,3.12,274.13,"25"
"173",37.506,127.059,3.12,274.13,"26"
"173",37.506,127.059,3.12,274.13,"30"
"173",37.506,127.059,3.12,274.13,"36"
"173",37.506,127.059,3.12,274.13,"38"
"173",37.506,127.059,3.12,274.13,"41"
"173",37.506,127.059,3.12,274.13,"40"
"173",37.506,127.059,3.12,274.13,"38"
"173",37.506,127.059,3.12,274.13,"37"
"211",37.506,127.071,3.12,271.65,"32"
"211",37.506,127.071,3.12,271.65,"16"
"211",37.506,127.071,3.12,271.65,"10"
"211",37.506,127.071,3.12,271.65,"18"
"211",37.506,127.071,3.12,271.65,"15"
"246",37.506,127.105,3.1,264.4,"15"
"246",37.506,127.105,3.1,264.4,"17"
"246",37.506,127.105,3.1,264.4,"21"
"247",37.506,127.117,3.03,263.72,"21"
"247",37.506,127.117,3.03,263.72,"27"
"247",37.506,127.117,3.03,263.72,"29"
"247",37.506,127.117,3.03,263.72,"28"
"247",37.506,127.117,3.03,263.72,"32"
"247",37.506,127.117,3.03,263.72,"33"
"247",37.506,127.117,3.03,263.72,"32"
"247",37.506,127.117,3.03,263.72,"30"
"247",37.506,127.117,3.03,263.72,"29"
"247",37.506,127.117,3.03,263.72,"27"
"258",37.505,127.129,2.93,262.02,"27"
"258",37.505,127.129,2.93,262.02,"30"
"258",37.505,127.129,2.93,262.02,"34"
"258",37.505,127.129,2.93,262.02,"35"
"258",37.505,127.129,2.93,262.02,"37"
"258",37.505,127.129,2.93,262.02,"30"
"259",37.505,127.14,2.87,258.61,"20"
"259",37.505,127.14,2.87,258.61,"21"
"259",37.505,127.14,2.87,258.61,"23"
"259",37.505,127.14,2.87,258.61,"30"
"259",37.505,127.14,2.87,258.61,"37"
"259",37.505,127.14,2.87,258.61,"38"
"259",37.505,127.14,2.87,258.61,"34"
"58",37.508,126.826,3.58,293.76,"93"
"58",37.508,126.826,3.58,293.76,"74"
"58",37.508,126.826,3.58,293.76,"65"
"58",37.508,126.826,3.58,293.76,"67"
"58",37.508,126.826,3.58,293.76,"60"
"58",37.508,126.826,3.58,293.76,"50"
"58",37.508,126.826,3.58,293.76,"40"
"58",37.508,126.826,3.58,293.76,"39"
"58",37.508,126.826,3.58,293.76,"43"
"58",37.508,126.826,3.58,293.76,"71"
"515",37.508,126.838,3.53,291.91,"65"
"58",37.508,126.826,3.58,293.76,"65"
"515",37.508,126.838,3.53,291.91,"56"
"515",37.508,126.838,3.53,291.91,"43"
"515",37.508,126.838,3.53,291.91,"47"
"515",37.508,126.838,3.53,291.91,"53"
"515",37.508,126.838,3.53,291.91,"70"
"515",37.508,126.838,3.53,291.91,"92"
"515",37.508,126.838,3.53,291.91,"76"
"515",37.508,126.838,3.53,291.91,"54"
"515",37.508,126.838,3.53,291.91,"39"
"515",37.508,126.838,3.53,291.91,"37"
"515",37.508,126.838,3.53,291.91,"26"
"48",37.499,126.85,3.41,290.65,"15"
"50",37.508,126.85,3.41,287.02,"15"
"50",37.508,126.85,3.41,287.02,"28"
"50",37.508,126.85,3.41,287.02,"36"
"50",37.508,126.85,3.41,287.02,"30"
"50",37.508,126.85,3.41,287.02,"23"
"50",37.508,126.85,3.41,287.02,"28"
"50",37.508,126.85,3.41,287.02,"26"
"51",37.508,126.861,3.45,287.61,"26"
"51",37.508,126.861,3.45,287.61,"21"
"51",37.508,126.861,3.45,287.61,"19"
"51",37.508,126.861,3.45,287.61,"17"
"51",37.508,126.861,3.45,287.61,"16"
"51",37.508,126.861,3.45,287.61,"15"
"51",37.508,126.861,3.45,287.61,"16"
"49",37.499,126.861,3.43,285.39,"28"
"51",37.508,126.861,3.45,287.61,"28"
"51",37.508,126.861,3.45,287.61,"33"
"51",37.508,126.861,3.45,287.61,"25"
"51",37.508,126.861,3.45,287.61,"21"
"46",37.508,126.873,3.46,287.77,"21"
"46",37.508,126.873,3.46,287.77,"18"
"46",37.508,126.873,3.46,287.77,"13"
"43",37.499,126.873,3.45,285.45,"8"
"46",37.508,126.873,3.46,287.77,"8"
"46",37.508,126.873,3.46,287.77,"12"
"37",37.508,126.885,3.43,285.24,"11"
"37",37.508,126.885,3.43,285.24,"13"
"37",37.508,126.885,3.43,285.24,"14"
"37",37.508,126.885,3.43,285.24,"15"
"37",37.508,126.885,3.43,285.24,"14"
"45",37.499,126.896,3.38,279.25,"10"
"47",37.508,126.896,3.4,283.5,"10"
"47",37.508,126.896,3.4,283.5,"9"
"45",37.499,126.896,3.38,279.25,"13"
"47",37.508,126.896,3.4,283.5,"13"
"113",37.508,126.908,3.36,282.85,"13"
"113",37.508,126.908,3.36,282.85,"17"
"113",37.508,126.908,3.36,282.85,"20"
"113",37.508,126.908,3.36,282.85,"22"
"113",37.508,126.908,3.36,282.85,"25"
"113",37.508,126.908,3.36,282.85,"30"
"114",37.508,126.92,3.32,281.39,"30"
"114",37.508,126.92,3.32,281.39,"38"
"114",37.508,126.92,3.32,281.39,"40"
"114",37.508,126.92,3.32,281.39,"38"
"114",37.508,126.92,3.32,281.39,"37"
"114",37.508,126.92,3.32,281.39,"36"
"114",37.508,126.92,3.32,281.39,"32"
"114",37.508,126.92,3.32,281.39,"27"
"114",37.508,126.92,3.32,281.39,"30"
"114",37.508,126.92,3.32,281.39,"32"
"114",37.508,126.92,3.32,281.39,"31"
"121",37.507,126.931,3.27,278.16,"31"
"121",37.507,126.931,3.27,278.16,"36"
"121",37.507,126.931,3.27,278.16,"54"
"121",37.507,126.931,3.27,278.16,"65"
"121",37.507,126.931,3.27,278.16,"51"
"121",37.507,126.931,3.27,278.16,"41"
"121",37.507,126.931,3.27,278.16,"45"
"121",37.507,126.931,3.27,278.16,"44"
"121",37.507,126.931,3.27,278.16,"46"
"121",37.507,126.931,3.27,278.16,"35"
"121",37.507,126.931,3.27,278.16,"31"
"117",37.507,126.943,3.25,271.89,"31"
"117",37.507,126.943,3.25,271.89,"32"
"117",37.507,126.943,3.25,271.89,"33"
"117",37.507,126.943,3.25,271.89,"34"
"117",37.507,126.943,3.25,271.89,"37"
"117",37.507,126.943,3.25,271.89,"40"
"117",37.507,126.943,3.25,271.89,"42"
"117",37.507,126.943,3.25,271.89,"48"
"117",37.507,126.943,3.25,271.89,"52"
"117",37.507,126.943,3.25,271.89,"48"
"122",37.507,126.954,3.38,272.53,"48"
"122",37.507,126.954,3.38,272.53,"50"
"122",37.507,126.954,3.38,272.53,"55"
"122",37.507,126.954,3.38,272.53,"65"
"122",37.507,126.954,3.38,272.53,"66"
"122",37.507,126.954,3.38,272.53,"56"
"122",37.507,126.954,3.38,272.53,"40"
"122",37.507,126.954,3.38,272.53,"42"
"122",37.507,126.954,3.38,272.53,"33"
"122",37.507,126.954,3.38,272.53,"20"
"122",37.507,126.954,3.38,272.53,"17"
"125",37.507,126.966,3.41,276.28,"17"
"125",37.507,126.966,3.41,276.28,"18"
"125",37.507,126.966,3.41,276.28,"19"
"125",37.507,126.966,3.41,276.28,"24"
"125",37.507,126.966,3.41,276.28,"32"
"125",37.507,126.966,3.41,276.28,"43"
"125",37.507,126.966,3.41,276.28,"52"
"125",37.507,126.966,3.41,276.28,"59"
"125",37.507,126.966,3.41,276.28,"50"
"125",37.507,126.966,3.41,276.28,"51"
"125",37.507,126.966,3.41,276.28,"50"
"125",37.507,126.966,3.41,276.28,"66"
"127",37.507,126.978,3.33,280.9,"50"
"125",37.507,126.966,3.41,276.28,"50"
"127",37.507,126.978,3.33,280.9,"39"
"127",37.507,126.978,3.33,280.9,"26"
"127",37.507,126.978,3.33,280.9,"17"
"127",37.507,126.978,3.33,280.9,"15"
"127",37.507,126.978,3.33,280.9,"8"
"127",37.507,126.978,3.33,280.9,"14"
"126",37.498,126.978,3.31,276.91,"15"
"164",37.498,126.989,3.22,276.67,"15"
"186",37.507,126.989,3.36,284.35,"15"
"127",37.507,126.978,3.33,280.9,"15"
"186",37.507,126.989,3.36,284.35,"16"
"127",37.507,126.978,3.33,280.9,"16"
"187",37.507,127.001,3.35,283.52,"13"
"187",37.507,127.001,3.35,283.52,"16"
"187",37.507,127.001,3.35,283.52,"18"
"187",37.507,127.001,3.35,283.52,"17"
"188",37.507,127.012,3.3,281.22,"24"
"187",37.507,127.001,3.35,283.52,"24"
"188",37.507,127.012,3.3,281.22,"28"
"188",37.507,127.012,3.3,281.22,"23"
"188",37.507,127.012,3.3,281.22,"18"
"188",37.507,127.012,3.3,281.22,"15"
"188",37.507,127.012,3.3,281.22,"16"
"188",37.507,127.012,3.3,281.22,"16"
"188",37.507,127.012,3.3,281.22,"15"
"189",37.507,127.024,3.24,279.26,"13"
"188",37.507,127.012,3.3,281.22,"13"
"189",37.507,127.024,3.24,279.26,"12"
"189",37.507,127.024,3.24,279.26,"16"
"189",37.507,127.024,3.24,279.26,"27"
"189",37.507,127.024,3.24,279.26,"35"
"189",37.507,127.024,3.24,279.26,"43"
"189",37.507,127.024,3.24,279.26,"54"
"105",37.506,127.036,3.18,277.6,"61"
"189",37.507,127.024,3.24,279.26,"61"
"105",37.506,127.036,3.18,277.6,"59"
"105",37.506,127.036,3.18,277.6,"54"
"105",37.506,127.036,3.18,277.6,"52"
"105",37.506,127.036,3.18,277.6,"55"
"105",37.506,127.036,3.18,277.6,"59"
"105",37.506,127.036,3.18,277.6,"55"
"105",37.506,127.036,3.18,277.6,"51"
"105",37.506,127.036,3.18,277.6,"46"
"105",37.506,127.036,3.18,277.6,"41"
"105",37.506,127.036,3.18,277.6,"36"
"106",37.506,127.047,3.14,275.75,"36"
"106",37.506,127.047,3.14,275.75,"30"
"106",37.506,127.047,3.14,275.75,"27"
"106",37.506,127.047,3.14,275.75,"26"
"106",37.506,127.047,3.14,275.75,"27"
"106",37.506,127.047,3.14,275.75,"26"
"106",37.506,127.047,3.14,275.75,"27"
"106",37.506,127.047,3.14,275.75,"29"
"173",37.506,127.059,3.12,274.13,"31"
"106",37.506,127.047,3.14,275.75,"31"
"173",37.506,127.059,3.12,274.13,"29"
"173",37.506,127.059,3.12,274.13,"30"
"173",37.506,127.059,3.12,274.13,"32"
"173",37.506,127.059,3.12,274.13,"35"
"173",37.506,127.059,3.12,274.13,"37"
"173",37.506,127.059,3.12,274.13,"39"
"173",37.506,127.059,3.12,274.13,"40"
"173",37.506,127.059,3.12,274.13,"38"
"211",37.506,127.071,3.12,271.65,"34"
"173",37.506,127.059,3.12,274.13,"34"
"211",37.506,127.071,3.12,271.65,"29"
"211",37.506,127.071,3.12,271.65,"13"
"211",37.506,127.071,3.12,271.65,"9"
"211",37.506,127.071,3.12,271.65,"8"
"211",37.506,127.071,3.12,271.65,"10"
"211",37.506,127.071,3.12,271.65,"14"
"219",37.506,127.082,3.13,268.91,"13"
"211",37.506,127.071,3.12,271.65,"13"
"246",37.506,127.105,3.1,264.4,"15"
"246",37.506,127.105,3.1,264.4,"16"
"246",37.506,127.105,3.1,264.4,"16"
"246",37.506,127.105,3.1,264.4,"17"
"246",37.506,127.105,3.1,264.4,"19"
"246",37.506,127.105,3.1,264.4,"23"
"247",37.506,127.117,3.03,263.72,"23"
"247",37.506,127.117,3.03,263.72,"28"
"247",37.506,127.117,3.03,263.72,"26"
"247",37.506,127.117,3.03,263.72,"33"
"247",37.506,127.117,3.03,263.72,"34"
"247",37.506,127.117,3.03,263.72,"33"
"247",37.506,127.117,3.03,263.72,"32"
"247",37.506,127.117,3.03,263.72,"31"
"247",37.506,127.117,3.03,263.72,"30"
"258",37.505,127.129,2.93,262.02,"29"
"258",37.505,127.129,2.93,262.02,"28"
"258",37.505,127.129,2.93,262.02,"27"
"258",37.505,127.129,2.93,262.02,"28"
"258",37.505,127.129,2.93,262.02,"31"
"258",37.505,127.129,2.93,262.02,"38"
"258",37.505,127.129,2.93,262.02,"40"
"258",37.505,127.129,2.93,262.02,"43"
"258",37.505,127.129,2.93,262.02,"39"
"258",37.505,127.129,2.93,262.02,"26"
"258",37.505,127.129,2.93,262.02,"22"
"259",37.505,127.14,2.87,258.61,"22"
"259",37.505,127.14,2.87,258.61,"18"
"259",37.505,127.14,2.87,258.61,"31"
"259",37.505,127.14,2.87,258.61,"44"
"259",37.505,127.14,2.87,258.61,"47"
"259",37.505,127.14,2.87,258.61,"37"
"57",37.499,126.826,3.45,299.1,"87"
"58",37.508,126.826,3.58,293.76,"87"
"57",37.499,126.826,3.45,299.1,"67"
"58",37.508,126.826,3.58,293.76,"67"
"57",37.499,126.826,3.45,299.1,"53"
"58",37.508,126.826,3.58,293.76,"53"
"57",37.499,126.826,3.45,299.1,"41"
"58",37.508,126.826,3.58,293.76,"41"
"57",37.499,126.826,3.45,299.1,"52"
"58",37.508,126.826,3.58,293.76,"52"
"57",37.499,126.826,3.45,299.1,"48"
"58",37.508,126.826,3.58,293.76,"48"
"57",37.499,126.826,3.45,299.1,"37"
"58",37.508,126.826,3.58,293.76,"37"
"57",37.499,126.826,3.45,299.1,"34"
"58",37.508,126.826,3.58,293.76,"34"
"57",37.499,126.826,3.45,299.1,"39"
"58",37.508,126.826,3.58,293.76,"39"
"57",37.499,126.826,3.45,299.1,"50"
"58",37.508,126.826,3.58,293.76,"50"
"55",37.499,126.838,3.43,298.45,"52"
"57",37.499,126.826,3.45,299.1,"52"
"515",37.508,126.838,3.53,291.91,"52"
"58",37.508,126.826,3.58,293.76,"52"
"55",37.499,126.838,3.43,298.45,"55"
"515",37.508,126.838,3.53,291.91,"55"
"55",37.499,126.838,3.43,298.45,"53"
"515",37.508,126.838,3.53,291.91,"53"
"55",37.499,126.838,3.43,298.45,"67"
"515",37.508,126.838,3.53,291.91,"67"
"55",37.499,126.838,3.43,298.45,"79"
"515",37.508,126.838,3.53,291.91,"79"
"55",37.499,126.838,3.43,298.45,"88"
"515",37.508,126.838,3.53,291.91,"88"
"55",37.499,126.838,3.43,298.45,"93"
"515",37.508,126.838,3.53,291.91,"93"
"55",37.499,126.838,3.43,298.45,"63"
"515",37.508,126.838,3.53,291.91,"63"
"55",37.499,126.838,3.43,298.45,"43"
"515",37.508,126.838,3.53,291.91,"43"
"55",37.499,126.838,3.43,298.45,"32"
"515",37.508,126.838,3.53,291.91,"32"
"55",37.499,126.838,3.43,298.45,"28"
"515",37.508,126.838,3.53,291.91,"28"
"55",37.499,126.838,3.43,298.45,"21"
"515",37.508,126.838,3.53,291.91,"21"
"48",37.499,126.85,3.41,290.65,"18"
"55",37.499,126.838,3.43,298.45,"18"
"50",37.508,126.85,3.41,287.02,"18"
"515",37.508,126.838,3.53,291.91,"18"
"48",37.499,126.85,3.41,290.65,"20"
"50",37.508,126.85,3.41,287.02,"20"
"48",37.499,126.85,3.41,290.65,"18"
"50",37.508,126.85,3.41,287.02,"18"
"48",37.499,126.85,3.41,290.65,"19"
"50",37.508,126.85,3.41,287.02,"19"
"48",37.499,126.85,3.41,290.65,"25"
"50",37.508,126.85,3.41,287.02,"25"
"48",37.499,126.85,3.41,290.65,"29"
"50",37.508,126.85,3.41,287.02,"29"
"48",37.499,126.85,3.41,290.65,"33"
"50",37.508,126.85,3.41,287.02,"33"
"48",37.499,126.85,3.41,290.65,"42"
"50",37.508,126.85,3.41,287.02,"42"
"49",37.499,126.861,3.43,285.39,"35"
"48",37.499,126.85,3.41,290.65,"35"
"50",37.508,126.85,3.41,287.02,"35"
"51",37.508,126.861,3.45,287.61,"35"
"49",37.499,126.861,3.43,285.39,"25"
"51",37.508,126.861,3.45,287.61,"25"
"49",37.499,126.861,3.43,285.39,"15"
"51",37.508,126.861,3.45,287.61,"15"
"49",37.499,126.861,3.43,285.39,"17"
"51",37.508,126.861,3.45,287.61,"17"
"49",37.499,126.861,3.43,285.39,"18"
"51",37.508,126.861,3.45,287.61,"18"
"49",37.499,126.861,3.43,285.39,"20"
"51",37.508,126.861,3.45,287.61,"20"
"49",37.499,126.861,3.43,285.39,"24"
"51",37.508,126.861,3.45,287.61,"24"
"49",37.499,126.861,3.43,285.39,"35"
"51",37.508,126.861,3.45,287.61,"35"
"49",37.499,126.861,3.43,285.39,"46"
"51",37.508,126.861,3.45,287.61,"46"
"49",37.499,126.861,3.43,285.39,"27"
"51",37.508,126.861,3.45,287.61,"27"
"43",37.499,126.873,3.45,285.45,"27"
"46",37.508,126.873,3.46,287.77,"27"
"43",37.499,126.873,3.45,285.45,"15"
"46",37.508,126.873,3.46,287.77,"15"
"43",37.499,126.873,3.45,285.45,"12"
"46",37.508,126.873,3.46,287.77,"12"
"43",37.499,126.873,3.45,285.45,"10"
"46",37.508,126.873,3.46,287.77,"10"
"43",37.499,126.873,3.45,285.45,"10"
"46",37.508,126.873,3.46,287.77,"10"
"43",37.499,126.873,3.45,285.45,"8"
"37",37.508,126.885,3.43,285.24,"8"
"46",37.508,126.873,3.46,287.77,"8"
"2",37.517,126.885,3.45,287.77,"8"
"44",37.499,126.884,3.42,283.38,"10"
"37",37.508,126.885,3.43,285.24,"10"
"44",37.499,126.884,3.42,283.38,"12"
"37",37.508,126.885,3.43,285.24,"12"
"44",37.499,126.884,3.42,283.38,"13"
"37",37.508,126.885,3.43,285.24,"13"
"44",37.499,126.884,3.42,283.38,"15"
"37",37.508,126.885,3.43,285.24,"15"
"44",37.499,126.884,3.42,283.38,"16"
"37",37.508,126.885,3.43,285.24,"16"
"44",37.499,126.884,3.42,283.38,"18"
"37",37.508,126.885,3.43,285.24,"18"
"44",37.499,126.884,3.42,283.38,"16"
"37",37.508,126.885,3.43,285.24,"16"
"44",37.499,126.884,3.42,283.38,"10"
"37",37.508,126.885,3.43,285.24,"10"
"45",37.499,126.896,3.38,279.25,"12"
"47",37.508,126.896,3.4,283.5,"12"
"45",37.499,126.896,3.38,279.25,"13"
"47",37.508,126.896,3.4,283.5,"13"
"45",37.499,126.896,3.38,279.25,"10"
"47",37.508,126.896,3.4,283.5,"10"
"113",37.508,126.908,3.36,282.85,"15"
"113",37.508,126.908,3.36,282.85,"21"
"113",37.508,126.908,3.36,282.85,"25"
"113",37.508,126.908,3.36,282.85,"27"
"113",37.508,126.908,3.36,282.85,"24"
"113",37.508,126.908,3.36,282.85,"23"
"113",37.508,126.908,3.36,282.85,"31"
"113",37.508,126.908,3.36,282.85,"37"
"112",37.498,126.919,3.29,272.8,"37"
"114",37.508,126.92,3.32,281.39,"37"
"112",37.498,126.919,3.29,272.8,"35"
"114",37.508,126.92,3.32,281.39,"35"
"112",37.498,126.919,3.29,272.8,"31"
"114",37.508,126.92,3.32,281.39,"31"
"112",37.498,126.919,3.29,272.8,"24"
"114",37.508,126.92,3.32,281.39,"24"
"112",37.498,126.919,3.29,272.8,"25"
"114",37.508,126.92,3.32,281.39,"25"
"114",37.508,126.92,3.32,281.39,"24"
"114",37.508,126.92,3.32,281.39,"28"
"114",37.508,126.92,3.32,281.39,"29"
"114",37.508,126.92,3.32,281.39,"26"
"114",37.508,126.92,3.32,281.39,"27"
"121",37.507,126.931,3.27,278.16,"27"
"121",37.507,126.931,3.27,278.16,"34"
"121",37.507,126.931,3.27,278.16,"48"
"121",37.507,126.931,3.27,278.16,"55"
"121",37.507,126.931,3.27,278.16,"59"
"121",37.507,126.931,3.27,278.16,"57"
"121",37.507,126.931,3.27,278.16,"51"
"121",37.507,126.931,3.27,278.16,"42"
"121",37.507,126.931,3.27,278.16,"36"
"121",37.507,126.931,3.27,278.16,"30"
"121",37.507,126.931,3.27,278.16,"28"
"121",37.507,126.931,3.27,278.16,"36"
"117",37.507,126.943,3.25,271.89,"36"
"117",37.507,126.943,3.25,271.89,"42"
"117",37.507,126.943,3.25,271.89,"44"
"117",37.507,126.943,3.25,271.89,"40"
"117",37.507,126.943,3.25,271.89,"41"
"117",37.507,126.943,3.25,271.89,"42"
"117",37.507,126.943,3.25,271.89,"40"
"117",37.507,126.943,3.25,271.89,"44"
"117",37.507,126.943,3.25,271.89,"55"
"122",37.507,126.954,3.38,272.53,"55"
"122",37.507,126.954,3.38,272.53,"56"
"122",37.507,126.954,3.38,272.53,"62"
"122",37.507,126.954,3.38,272.53,"61"
"122",37.507,126.954,3.38,272.53,"70"
"122",37.507,126.954,3.38,272.53,"87"
